uid,epochs_tested,identifiable_epoch_jackknifes,single_epoch_jackknife_max
P1628,18,18,0.020482556147458694
P1629,39,39,0.029862006156833185
P1630,59,59,0.02746691151695877
P1631,61,61,0.013174995748034457
P1632,55,55,0.023749597197493266
P1633,19,19,0.024001866726197738
P1634,64,64,0.02643804755752129
P1635,23,23,0.05116470584640749
P1636,47,47,0.015315133557178838
P1637,23,23,0.012892494563422344
P1638,67,67,0.03798358603667988
P1639,51,51,0.03452599008543818
P1640,55,55,0.025598596517862168
P1641,48,48,0.025723709787875842
P1642,21,21,0.03263839728087289
P1643,26,26,0.015465569846917767
P1644,62,62,0.015369425001614484
P1645,35,35,0.05745114467405428
P1646,60,60,0.014816460247257503
P1647,18,18,0.03787212703521839
P1648,52,52,0.011093980217396014
P1649,59,59,0.010605704391979028
P1650,40,40,0.010644252143574885
P1651,39,39,0.029864158141672186
P1652,59,59,0.014875839769580717
P1653,41,41,0.013277557321144717
P1654,45,45,0.01788080727935697
P1655,28,28,0.012398489947842454
P1656,68,68,0.015263043132105974
P1657,34,34,0.0231668474606851
P1658,41,41,0.01742939482383862
P1659,59,59,0.007119956495150433
P1660,64,64,0.04889894461009646
P1661,45,45,0.027439908463251575
P1662,43,43,0.020822813147512574
P1663,63,63,0.014719162866674658
P1664,62,62,0.019420714893767434
P1665,20,20,0.03579094959788472
P1666,69,69,0.018982475036816743
P1667,19,19,0.02231773352378921
P1668,62,62,0.008571205044556707
P1669,57,57,0.019530282441477618
P1670,20,20,0.03596032888018072
P1671,7,7,0.1804888284502483
P1672,12,12,0.23195080438210486
P1673,6,6,0.22955118923873064
P1674,12,12,0.0680186674095105
P1675,11,11,0.04551327853233366
P1676,8,8,0.16582033961903245
P1677,10,10,0.028563402320340183
P1678,8,8,0.46422263307645995
P1679,7,7,0.2793975007553882
P1680,9,9,0.06794186677377434
P1681,8,8,0.020881314971625927
P1682,8,8,0.10841236037147899
P1683,14,14,0.02894838181614459
P1684,15,15,0.04859712935135838
P1685,8,8,0.11458008804019056
P1686,6,6,0.6012260828384868
P1687,11,11,0.03827105987265364
P1688,13,13,0.07025596117350913
P1689,12,12,0.06620533407667739
P1690,10,10,0.04811318585794692
P1691,9,9,0.11383808148721224
P1692,12,12,0.1634598478463508
P1693,14,14,1.4206238007651095
P1694,16,16,0.1586115868320212
P1695,17,17,0.03944973734224164
P1696,12,12,0.0243412058885275
P1697,16,16,0.05926051407188768
P1698,16,16,0.03102819072953158
P1699,14,14,0.10666877069823483
P1700,25,25,0.04207980582756241
D0000,32,32,0.03191668102722048
D0001,18,18,0.015815425521847906
D0002,50,50,0.01521081996584795
D0003,27,27,0.02671635512048155
D0004,20,20,0.05800166794999638
D0005,35,35,0.025824620341585416
D0006,43,43,0.035941658199336035
D0007,45,45,0.00857126913676812
D0008,30,30,0.012176412138548936
D0009,16,16,0.016781697967277236
D0010,16,16,0.027949280201930885
D0011,53,53,0.017413255308094375
D0012,17,17,0.027209417975878596
D0013,60,60,0.0040097020146698005
D0014,17,17,0.05361374724650228
D0015,27,27,0.03946042815949805
D0016,122,122,0.007314922009191595
D0017,5,5,0.047312921019945206
D0018,28,28,0.01231303590429188
D0019,79,79,0.02189578037398263
D0020,130,130,0.005303174533581066
D0021,22,22,0.01772653659499664
D0022,31,31,0.006085398883517406
D0023,33,33,0.010424200672620341
D0024,19,19,0.020882575119942497
D0025,29,29,0.02410882998251261
D0026,16,16,0.01601530857855907
D0027,6,6,0.05634279308666476
D0028,68,68,0.007288856945523816
D0029,27,27,0.08141145337741518
D0030,45,45,0.008321263728791845
D0031,29,29,0.03483833489170342
D0032,24,24,0.01969509407884548
D0033,37,37,0.01385644854873513
D0034,22,22,0.04112768067261405
D0035,36,36,0.01916008471416295
D0036,33,33,0.014724482946314298
D0037,28,28,0.02870230357563604
D0038,24,24,0.027941062456618943
D0039,16,16,0.10847997380002689
D0040,65,65,0.011486862964297262
D0041,24,24,0.02631652698599404
D0042,16,16,0.020133083469356567
D0043,24,24,0.01340278550988029
D0044,56,56,0.010201251486408786
D0045,59,59,0.02699253823583647
D0046,19,19,0.024945295300346945
D0047,32,32,0.054199288474682895
D0048,44,44,0.011814219342607173
D0049,57,57,0.007890185492659943
D0050,22,22,0.0444221252914458
D0051,25,25,0.09647931787243998
D0052,24,24,0.03232609692626714
D0053,28,28,0.01680175055078518
D0054,62,62,0.024150925521262686
D0055,23,23,0.017732933948141016
D0056,148,148,0.003930986188757937
D0057,10,10,0.059417349751749
D0058,28,28,0.06787115875359272
D0059,37,37,0.04887905808701811
D0060,24,24,0.03969949339887436
D0061,20,20,0.019545298765302845
D0062,30,30,0.007780381958354093
D0063,23,23,0.024027934954780773
D0064,24,24,0.023356516918088682
D0065,59,59,0.010019241692506108
D0066,31,31,0.01858550174408597
D0067,27,27,0.02833506748927665
D0068,21,21,0.0032126653776371203
D0069,14,14,0.017957472661817138
D0070,83,83,0.0035843344221800585
D0071,23,23,0.015855759220848267
D0072,30,30,0.019843140246959202
D0073,17,17,0.041778219400130726
D0074,106,106,0.0055037083214664086
D0075,93,93,0.0022169131546081835
D0076,30,30,0.017774029714691855
D0077,32,32,0.011413264366206054
D0078,22,22,0.05085642902589987
D0079,20,20,0.023294759835324044
D0080,36,36,0.026578775065521597
D0081,96,96,0.02089915743822551
D0082,24,24,0.057607121744474
D0083,5,5,0.10102588726464204
D0084,30,30,0.0258738839040707
D0085,24,24,0.047241322115034866
D0086,34,34,0.019404119328506095
D0087,29,29,0.04419742161195856
D0088,20,20,0.005967859625328642
D0089,38,38,0.018353873107798388
D0090,52,52,0.003635053244490114
D0091,55,55,0.006108624751293625
D0092,34,34,0.016688268875073745
D0093,20,20,0.01937778968871463
D0094,32,32,0.010965665405273932
D0095,15,15,0.02023521864889744
D0096,36,36,0.14838535363102592
D0097,13,13,0.020730508710575777
D0098,53,53,0.03293870290317636
D0099,37,37,0.014907348224116648
D0100,19,19,0.017195730120432337
D0101,16,16,0.012563460312601828
D0102,19,19,0.016438027554581746
D0103,8,8,0.008640657162222409
D0104,39,39,0.09234135653614665
D0105,32,32,0.055033276834256226
D0106,83,83,0.00792112868072203
D0107,28,28,0.04048144182503215
D0108,27,27,0.028593152759633138
D0109,19,19,0.033426784216172185
D0110,23,23,0.017679316408635154
D0111,25,25,0.01617878070380595
D0112,18,18,0.04255217496149075
D0113,26,26,0.007190097647224053
D0114,32,32,0.024114176290610544
D0115,32,32,0.025900251448206714
D0116,33,33,0.04552252677101981
D0117,26,26,0.03644675643303557
D0118,23,23,0.026442385321332567
D0119,28,28,0.02861937260444354
D0120,7,7,0.0347483206939018
D0121,24,24,0.04032093445221276
D0122,123,123,0.0038502331580723107
D0123,20,20,0.10579359715379497
D0124,46,46,0.03407156827110803
D0125,16,16,0.0828285832991731
D0126,21,21,0.03115007080063205
D0127,60,60,0.008210404861949338
D0128,30,30,0.0027387018757032153
D0129,20,20,0.01465973681259527
D0130,24,24,0.08724956946823516
D0131,31,31,0.03019835239347392
D0132,35,35,0.011086711249368112
D0133,35,35,0.014079588155085292
D0134,20,20,0.03967329051041027
D0135,28,28,0.014603668361836913
D0136,35,35,0.014756223449732842
D0137,23,23,0.09583807156026468
D0138,33,33,0.017878565612943712
D0139,20,20,0.018101158869209853
D0140,26,26,0.10019212684069216
D0141,26,26,0.03653718368454104
D0142,11,11,0.032063480243011845
D0143,16,16,0.014460453924150555
D0144,22,22,0.017663161577558498
D0145,34,34,0.05406156023270495
D0146,29,29,0.0710323426807085
D0147,21,21,0.036755898993421396
D0148,24,24,0.02066039910502207
D0149,24,24,0.01130822622544354
D0150,20,20,0.05567538982823253
D0151,36,36,0.016980894647111083
D0152,3,3,0.4299227149578684
D0153,13,13,0.008226359099531842
D0154,29,29,0.018157340097885277
D0155,33,33,0.028895892752427828
D0156,23,23,0.019504463723651076
D0157,19,19,0.03443204645695267
D0158,7,7,0.0061796902520262
D0159,36,36,0.016983637874391302
D0160,56,56,0.00887779033331856
D0161,81,81,0.015477036371079379
D0162,20,20,0.023009873824403514
D0163,28,28,0.021784696057223614
D0164,32,32,0.018757443056124416
D0165,24,24,0.01638224910148319
D0166,20,20,0.025844855819800845
D0167,68,68,0.004468019726239841
D0168,34,34,0.015137902800512878
D0169,27,27,0.02374172398088325
D0170,49,49,0.01219316714114766
D0171,36,36,0.011283968779123434
D0172,20,20,0.039240503315400375
D0173,23,23,0.017084532400163784
D0174,30,30,0.03178201238205214
D0175,28,28,0.027068855068204285
D0176,32,32,0.02853610933717565
D0177,29,29,0.06902837173824616
D0178,17,17,0.026798841238991206
D0179,54,54,0.03598268416609736
D0180,40,40,0.11321092544207795
D0181,23,23,0.08433566767734342
D0182,23,23,0.02943155048912217
D0183,33,33,0.016867881782268373
D0184,28,28,0.016578318621737285
D0185,24,24,0.02452586084904347
D0186,26,26,0.05982132617300982
D0187,51,51,0.015042713986917304
D0188,32,32,0.06179319968542173
D0189,44,44,0.03603754970635176
D0190,22,22,0.10777570292568561
D0191,39,39,0.004905527756716032
D0192,27,27,0.1487416094734113
D0193,30,30,0.0351652570651187
D0194,32,32,0.052161326501512645
D0195,31,31,0.008779730615333253
D0196,40,40,0.025973722667410777
D0197,19,19,0.025807049073057413
D0198,20,20,0.07867397244166555
D0199,44,44,0.03975433261547833
D0200,17,17,0.01351942704617354
D0201,25,25,0.012574773745299774
D0202,37,37,0.04282165685719924
D0203,41,41,0.004830649064825509
D0204,39,39,0.028676977847137297
D0205,31,31,0.43586078466724587
D0206,39,39,0.07926644126664414
D0207,39,39,0.01298324613435831
D0208,32,32,0.02640534775966177
D0209,40,40,0.05239024318883544
D0210,35,35,0.021814205118824252
D0211,40,40,0.002774936740811645
D0212,105,105,0.018200665844898774
D0213,78,78,0.008802513455575162
D0214,39,39,0.00902142953179398
D0215,77,77,0.0032337615199402817
D0216,32,32,0.19650580419908656
D0217,31,31,0.0514092562477139
D0218,20,20,0.011373315612407188
D0219,25,25,0.06226083957743056
D0220,45,45,0.033822197181529234
D0221,36,36,0.030030597766819857
D0222,39,39,0.014111118773704023
D0223,45,45,0.021145060213543287
D0224,103,103,0.00458018423305025
D0225,37,37,0.033229944977334384
D0226,39,39,0.05136723767186927
D0227,38,38,0.08703614766378302
D0228,36,36,0.011979865669063977
D0229,33,33,0.004661147209857455
D0230,47,47,0.009921084222670302
D0231,34,34,0.009878385990988866
D0232,43,43,0.014275261677716046
D0233,36,36,0.009243473008863667
D0234,38,38,0.04558146217947113
D0235,39,39,0.1297794888439081
D0236,41,41,0.01457944487226537
D0237,44,44,0.006502761975495402
D0238,43,43,0.03582031175540488
D0239,26,26,0.01864657313058623
D0240,40,40,0.006673669985238391
D0241,32,32,0.005268053480385024
D0242,19,19,0.06258561912275994
D0243,49,49,0.05622079582947825
D0244,35,35,0.0227947438411381
D0245,47,47,0.007181225198741783
D0246,43,43,0.01885740295774958
D0247,51,51,0.008012749715553274
D0248,54,54,0.04355192453912818
D0249,41,41,0.007031816845748041
D0250,32,32,0.01064048587142374
D0251,15,15,0.11136782762794213
D0252,44,44,0.041855369526455764
D0253,54,54,0.025795656739093953
D0254,44,44,0.06751496278036612
D0255,43,43,0.1263056853494945
D0256,47,47,0.06648208237574689
D0257,48,48,0.0276677427217242
D0258,34,34,0.08793161898789034
D0259,9,9,0.15631283967425744
D0260,47,47,0.008205780247050225
D0261,41,41,0.028194921090526164
D0262,14,14,0.04463948529756107
D0263,28,28,0.017548067544180534
D0264,36,36,0.07612633765346422
D0265,51,51,0.007909269356759296
D0266,17,17,0.011976718108463692
D0267,39,39,0.018287909605419973
D0268,12,12,0.01720467698881362
D0269,42,42,0.022758949201445552
D0270,45,45,0.020756639669598464
D0271,56,56,0.004789251069410932
D0272,52,52,0.015393675750258467
D0273,20,20,0.06668694251044754
D0274,40,40,0.028374580464419298
D0275,43,43,0.020600693385211567
D0276,24,24,0.02082260723796536
D0277,47,47,0.015633165670859414
D0278,39,39,0.013670553332225464
D0279,43,43,0.02075961376907138
D0280,37,37,0.012408532676387666
D0281,46,46,0.01243705084916993
D0282,45,45,0.059649561041966996
D0283,50,50,0.013325266742727692
D0284,19,19,0.07245511538258073
D0285,39,39,0.09709671882206942
D0286,28,28,0.008551823511679317
D0287,44,44,0.006872178734645221
D0288,54,54,0.010914962030734438
D0289,40,40,0.053152534823772496
D0290,44,44,0.00657471572162634
D0291,36,36,0.012051861559411039
D0292,39,39,0.03225418560083262
D0293,35,35,0.00843805038105377
D0294,24,24,0.06308885864008816
D0295,49,49,0.020600358789859066
D0296,55,55,0.02197883705468142
D0297,32,32,0.010377716416551963
D0298,48,48,0.026538714624553057
D0299,43,43,0.01679167944609987
D0300,44,44,0.010057774416780685
D0301,39,39,0.013831985833832865
D0302,53,53,0.041485518394091994
D0303,42,42,0.017072194719907004
D0304,56,56,0.016181149430202966
D0305,47,47,0.00993179853317025
D0306,25,25,0.01407824106031646
D0307,46,46,0.018434602034783375
D0308,16,16,0.024669832116686916
D0309,24,24,0.07369939846669514
D0310,44,44,0.018998249373911123
D0311,36,36,0.03301419997287125
D0312,44,44,0.015320531486191483
D0313,52,52,0.016723328611735484
D0314,44,44,0.0035257044344476204
D0315,42,42,0.014549789255815099
D0316,23,23,0.030756723908460765
D0317,44,44,0.017717842085700656
D0318,23,23,0.006743214906148885
D0319,49,49,0.008667013694522491
D0320,36,36,0.008650463128466682
D0321,48,48,0.04460563700010609
D0322,21,21,0.01526648211696678
D0323,41,41,0.022979184277688972
D0324,58,58,0.008812107895137207
D0325,53,53,0.03969515960038036
D0326,14,14,0.013414306748365974
D0327,42,42,0.0071530776964976025
D0328,34,34,0.2158735669125895
D0329,32,32,0.03806885001807939
D0330,47,47,0.007040523602152913
D0331,32,32,0.020638168510447967
D0332,59,59,0.19430634336361263
D0333,17,17,0.028817643563216075
D0334,41,41,0.04296916012878127
D0335,32,32,0.012967988958483157
D0336,39,39,0.02749683612354194
D0337,45,45,0.005584529264308725
D0338,46,46,0.18386524553699246
D0339,50,50,0.018765414421695572
D0340,35,35,0.03362826193321647
D0341,44,44,0.008140648904652914
D0342,33,33,0.012407777118607823
D0343,22,22,0.012536898341376985
D0344,49,49,0.00800705031777176
D0345,43,43,0.0065061155485067095
D0346,44,44,0.009307329950264802
D0347,39,39,0.023453432818010506
D0348,20,20,0.01682282515452849
D0349,36,36,0.014457275891155334
D0350,44,44,0.0029570673374047776
D0351,40,40,0.01742694243487022
D0352,56,56,0.008599087362127725
D0353,46,46,0.015297355701854838
D0354,41,41,0.038992876111626
D0355,32,32,0.0171973575743459
D0356,48,48,0.007311540201459144
D0357,54,54,0.03235288293865656
D0358,43,43,0.02536083052981854
D0359,50,50,0.03383577849975547
D0360,50,50,0.025860197868880233
D0361,48,48,0.0056866349365163795
D0362,40,40,0.1175658596311651
D0363,48,48,0.03140184446531918
D0364,36,36,0.007773335735748041
D0365,31,31,0.012016980414984599
D0366,24,24,0.031734387571042695
D0367,43,43,0.022968940795845234
D0368,46,46,0.014333424170202483
D0369,48,48,0.028326500734569576
D0370,44,44,0.02127951389876768
D0371,39,39,0.015082683737975933
D0372,48,48,0.08665581851590555
D0373,48,48,0.019457408151238694
D0374,49,49,0.033248827907670385
D0375,41,41,0.06453796827715028
D0376,35,35,0.013735574225169892
D0377,55,55,0.04177722021808965
D0378,46,46,0.008386759395565855
D0379,62,62,0.006612645907153726
D0380,50,50,0.016755777010569944
D0381,47,47,0.013331914897830996
D0382,30,30,0.007023228093808614
D0383,31,31,0.05619457089640807
D0384,39,39,0.038936760542446096
D0385,47,47,0.011761493543485945
D0386,40,40,0.02676571880092875
D0387,38,38,0.11216241797041981
D0388,23,23,0.03105979998854243
D0389,11,11,0.018252868494859995
D0390,32,32,0.012785499954161571
D0391,39,39,0.059283213053949506
D0392,31,31,0.025044424687396177
D0393,56,56,0.02062672580898687
D0394,48,48,0.11299974424939803
D0395,43,43,0.01654315598613002
D0396,38,38,0.07500621799811069
D0397,45,45,0.010411972319903852
D0398,40,40,0.01564952437072571
D0399,47,47,0.03334354013074336
D0400,48,48,0.026981430447078184
D0401,50,50,0.016486670410457406
D0402,52,52,0.013939811081434798
D0403,44,44,0.15151910976969424
D0404,36,36,0.08053852916079737
D0405,40,40,0.038624883707907086
D0406,32,32,0.029112579357250767
D0407,48,48,0.06393729763241708
D0408,47,47,0.014535785771764335
D0409,17,17,0.03805239952364501
D0410,18,18,0.042186782459460656
D0411,46,46,0.010866563428833383
D0412,51,51,0.031983793220360865
D0413,37,37,0.011803108232729823
D0414,51,51,0.022225350428760268
D0415,46,46,0.01486591624097549
D0416,58,58,0.009091957542712255
D0417,51,51,0.024242361884316797
D0418,47,47,0.020291878091258504
D0419,27,27,0.029098606330588334
D0420,28,28,0.023759729876411582
D0421,50,50,0.14602495196957554
D0422,50,50,0.020224175587140708
D0423,32,32,0.02416234704148086
D0424,23,23,0.01983029700334129
D0425,32,32,0.10141721064614861
D0426,36,36,0.026779211889552148
D0427,45,45,0.02711103839410292
D0428,35,35,0.009392956513165945
D0429,32,32,0.05802844071474115
D0430,36,36,0.012638611176201154
D0431,22,22,0.02496612058103452
D0432,36,36,0.12405125068449262
D0433,43,43,0.02625350488902342
D0434,23,23,0.02665139887101008
D0435,48,48,0.028458900248743618
D0436,48,48,0.005591344387501643
D0437,27,27,0.007797791958122861
D0438,27,27,0.02486134928189658
D0439,40,40,0.02063733385295488
D0440,46,46,0.01029739223461601
D0441,23,23,0.01515274428009723
D0442,20,20,0.012169052980001852
D0443,35,35,0.01379548696355971
D0444,34,34,0.05423030108006476
D0445,47,47,0.01287395786549392
D0446,26,26,0.1701316640730357
D0447,48,48,0.030681974713829864
D0448,50,50,0.008277438582708293
D0449,43,43,0.01955894164619806
D0450,53,53,0.0036587476476691093
D0451,36,36,0.00976489860512959
D0452,56,56,0.0155895143642398
D0453,17,17,0.0240832947022425
D0454,43,43,0.013801383961155439
D0455,31,31,0.051916197403791456
D0456,44,44,0.016582088495939708
D0457,27,27,0.020376708134519292
D0458,43,43,0.015525524801038594
D0459,50,50,0.00968518527715798
D0460,66,66,0.013318515289708852
D0461,37,37,0.014612259421420712
D0462,36,36,0.04165404969082174
D0463,43,43,0.011337975331597338
D0464,58,58,0.05741710590803324
D0465,39,39,0.005169283678043644
D0466,38,38,0.04232682550557535
D0467,36,36,0.035756976190554346
D0468,24,24,0.06534921685059968
D0469,45,45,0.009886620299594737
D0470,48,48,0.014378184621313031
D0471,70,70,0.019645512155120917
D0472,57,57,0.011515227548609874
D0473,27,27,0.014725743423255284
D0474,32,32,0.013500955728670282
D0475,54,54,0.029877865400538845
D0476,23,23,0.017055570911712788
D0477,46,46,0.05176668038042155
D0478,72,72,0.01564235714325372
D0479,39,39,0.019730265587725795
D0480,46,46,0.005474171373510336
D0481,49,49,0.013016406144143509
D0482,36,36,0.02575033408980029
D0483,47,47,0.006477882858765204
D0484,16,16,0.11781021747543105
D0485,44,44,0.039710934698222754
D0486,48,48,0.034772883071378095
D0487,55,55,0.043927301329569596
D0488,38,38,0.021487155424458226
D0489,57,57,0.012658155858455611
D0490,50,50,0.023769239565026235
D0491,47,47,0.009676912330717302
D0492,44,44,0.05957130138163039
D0493,23,23,0.04173382340938092
D0494,16,16,0.04322424805404392
D0495,45,45,0.20249126476312543
D0496,60,60,0.028213601291805945
D0497,24,24,0.020024183641971848
D0498,64,64,0.008490129152704489
D0499,22,22,0.10391204635655249
D0500,16,16,0.04327588506666737
D0501,30,30,0.05639539746357295
D0502,55,55,0.008562341720036837
D0503,50,50,0.009379324163220763
D0504,45,45,0.015649395347637172
D0505,43,43,0.028950006361087445
D0506,35,35,0.020911209152075463
D0507,40,40,0.028041543892518537
D0508,47,47,0.016307696825476614
D0509,19,19,0.12673233462615435
D0510,44,44,0.017229998491290855
D0511,57,57,0.041286500349897524
D0512,43,43,0.020513417408966516
D0513,45,45,0.009751322718236996
D0514,25,25,0.058621752458664
D0515,53,53,0.032359768564255764
D0516,43,43,0.017320590395637676
D0517,20,20,0.10855426017818787
D0518,56,56,0.04714466654076455
D0519,51,51,0.005367467091061018
D0520,40,40,0.010515201971245489
D0521,63,63,0.041609298062041035
D0522,37,37,0.179558713480481
D0523,47,47,0.030369573305298738
D0524,48,48,0.04089788159587136
D0525,42,42,0.021025787888766342
D0526,47,47,0.006563757591745741
D0527,51,51,0.006708603643478119
D0528,47,47,0.09637136092188217
D0529,50,50,0.028416035765132516
D0530,55,55,0.028585378727519716
D0531,62,62,0.06836597381459703
D0532,23,23,0.04417529535880307
D0533,12,12,0.04039520571600437
D0534,54,54,0.01779167464277299
D0535,43,43,0.007788709301368258
D0536,47,47,0.13707888263516296
D0537,41,41,0.019252524551123883
D0538,48,48,0.00995507056355912
D0539,59,59,0.022494270640956698
D0540,38,38,0.006580631685998202
D0541,59,59,0.009752830535940999
D0542,72,72,0.03230453730873674
D0543,38,38,0.03969735563412019
D0544,24,24,0.042956814445621175
D0545,31,31,0.11967329640387041
D0546,40,40,0.06972275497306572
D0547,55,55,0.029970827091989245
D0548,56,56,0.047587601914325484
D0549,47,47,0.021862243947487658
D0550,28,28,0.020328688881476622
D0551,28,28,0.058556804129376736
D0552,44,44,0.03243572816509762
D0553,46,46,0.01526024680737014
D0554,52,52,0.010782578376227116
D0555,47,47,0.04633542140724677
D0556,52,52,0.009048412410959961
D0557,71,71,0.014275183652924498
D0558,58,58,0.027034245732369774
D0559,49,49,0.014627046555912345
D0560,62,62,0.05440713867471292
D0561,45,45,0.04272405564504645
D0562,39,39,0.016556910410531502
D0563,41,41,0.10559348112381844
D0564,49,49,0.033855596421042244
D0565,32,32,0.018637166337948787
D0566,56,56,0.023808545800864844
D0567,20,20,0.016120285137167636
D0568,37,37,0.06559209047964322
D0569,53,53,0.029005550012973256
D0570,49,49,0.022119826325654436
D0571,46,46,0.017471681712012396
D0572,48,48,0.027401318235754136
D0573,27,27,0.01097400273823344
D0574,48,48,0.034573349537047424
D0575,44,44,0.012256733432573953
D0576,65,65,0.012592520023968214
D0577,56,56,0.011137311525592788
D0578,46,46,0.007568087711036404
D0579,68,68,0.08337982289734552
D0580,47,47,0.01006394574980083
D0581,44,44,0.009636400700171507
D0582,38,38,0.02825475349085039
D0583,19,19,0.031450745712481326
D0584,57,57,0.06482422435681326
D0585,54,54,0.04136991949797526
D0586,31,31,0.013724942164459082
D0587,49,49,0.018116627735509316
D0588,33,33,0.03398928057068549
D0589,43,43,0.01964783084558352
D0590,58,58,0.04643557083753087
D0591,38,38,0.034829150471419566
D0592,56,56,0.04105230062420566
D0593,24,24,0.040696639063560386
D0594,31,31,0.02133998159067111
D0595,35,35,0.009976397823343676
D0596,10,10,0.2754381029327567
D0597,24,24,0.02269233416317033
D0598,20,20,0.028712727755246782
D0599,61,61,0.02324460092379507
D0600,29,29,0.01513912522991919
D0601,29,29,0.023376021813086418
D0602,41,41,0.10214152943083193
D0603,26,26,0.042229932737961086
D0604,43,43,0.013368236036605521
D0605,44,44,0.027065349235729556
D0606,35,35,0.01438723805580621
D0607,60,60,0.013362209901640857
D0608,49,49,0.02086293078543402
D0609,20,20,0.09659600434906686
D0610,43,43,0.019040128072017177
D0611,53,53,0.015559867221400195
D0612,56,56,0.019522846695291543
D0613,40,40,0.05408651109652907
D0614,53,53,0.011132182066977024
D0615,38,38,0.03329233542116477
D0616,33,33,0.04257163330285841
D0617,49,49,0.031098623585341895
D0618,28,28,0.04049180732469165
D0619,61,61,0.030494004161948803
D0620,35,35,0.008589095231183152
D0621,31,31,0.06110071205114277
D0622,54,54,0.02324056538449365
D0623,21,21,0.028124339371726023
D0624,49,49,0.02340704084256124
D0625,54,54,0.033741437830107454
D0626,39,39,0.07501409833392751
D0627,45,45,0.026295989366727186
D0628,32,32,0.027694316488493294
D0629,36,36,0.013815231267259712
D0630,63,63,0.010182524135549199
D0631,46,46,0.01940123748240379
D0632,56,56,0.024948850826450302
D0633,119,119,0.058743168472195816
D0634,60,60,0.06481057250073691
D0635,54,54,0.09649177182487287
D0636,54,54,0.011990106425091861
D0637,44,44,0.027935029114879488
D0638,19,19,0.01189248233232528
D0639,44,44,0.013999010788299694
D0640,46,46,0.02400767160021139
D0641,32,32,0.006203795689088344
D0642,32,32,0.009128838268263753
D0643,40,40,0.07287921251976852
D0644,32,32,0.034033204390548355
D0645,20,20,0.018502621683921378
D0646,55,55,0.041763963795970124
D0647,40,40,0.013667708905254239
D0648,52,52,0.03104161565805297
D0649,59,59,0.03574132213771761
D0650,41,41,0.028010521958173495
D0651,66,66,0.015630064853063844
D0652,56,56,0.02395616123148651
D0653,33,33,0.024446195282088495
D0654,51,51,0.019752753121317124
D0655,40,40,0.04304609331075816
D0656,34,34,0.03436815574405038
D0657,36,36,0.034181405245670114
D0658,54,54,0.01713204419097437
D0659,27,27,0.08848474218881815
D0660,24,24,0.02144730374091835
D0661,42,42,0.02284909676075356
D0662,44,44,0.07791337473063055
D0663,40,40,0.011386339320715722
D0664,71,71,0.02576332631318333
D0665,47,47,0.04436782739180247
D0666,56,56,0.02490660110225926
D0667,57,57,0.030541346500613322
D0668,41,41,0.05181962303269171
D0669,39,39,0.01601119361080049
D0670,45,45,0.025662609454102682
D0671,108,108,0.01222132095928066
D0672,38,38,0.028283368875114012
D0673,40,40,0.0422651621090352
D0674,58,58,0.025744739842395017
D0675,67,67,0.011627450887560108
D0676,48,48,0.06984238222751768
D0677,58,58,0.05791525668094627
D0678,42,42,0.04378985698607394
D0679,37,37,0.08986535324375419
D0680,47,47,0.031932973960796036
D0681,47,47,0.04710069301418963
D0682,45,45,0.04883214207772626
D0683,22,22,0.07812721606080612
D0684,51,51,0.029000310747524877
D0685,48,48,0.021977930080087044
D0686,38,38,0.10282164950389772
D0687,50,50,0.01486777411996218
D0688,70,70,0.019909348307866247
D0689,75,75,0.015108709175059219
D0690,50,50,0.10717947540553746
D0691,60,60,0.021764879740947658
D0692,49,49,0.0229842906030493
D0693,24,24,0.07032069635089858
D0694,50,50,0.06412130545406873
D0695,51,51,0.0423876056316835
D0696,62,62,0.01882344237249147
D0697,41,41,0.014169086951869778
D0698,54,54,0.0348693185111468
D0699,48,48,0.01446196605679751
D0700,31,31,0.01270172747699642
D0701,30,30,0.035627636811278306
D0702,51,51,0.011896696970943723
D0703,56,56,0.0561064149361193
D0704,53,53,0.03522888576624687
D0705,20,20,0.07026011573628381
D0706,40,40,0.011758906448757376
D0707,48,48,0.019619786090442154
D0708,27,27,0.04228451864563933
D0709,56,56,0.026764306784253226
D0710,54,54,0.03954344976317429
D0711,43,43,0.08796436548277109
D0712,53,53,0.010371016453186053
D0713,62,62,0.0797470395334504
D0714,69,69,0.024530458098031633
D0715,45,45,0.036370558222616325
D0716,46,46,0.019226735737551195
D0717,25,25,0.21573742892903708
D0718,48,48,0.012683446963096204
D0719,39,39,0.014433164195807214
D0720,49,49,0.021377836336061568
D0721,28,28,0.04259257334316985
D0722,47,47,0.017915475983779412
D0723,43,43,0.013756464212035371
D0724,51,51,0.017502438911953428
D0725,69,69,0.03213372153818849
D0726,36,36,0.01633076113736214
D0727,53,53,0.014444280355202675
D0728,61,61,0.03908219491240286
D0729,54,54,0.03115254168165758
D0730,50,50,0.028541472217804568
D0731,72,72,0.02474499898955317
D0732,62,62,0.01132766729074156
D0733,41,41,0.0038734830780694177
D0734,51,51,0.20406512926271536
D0735,66,66,0.031108183072863976
D0736,44,44,0.015778507354281834
D0737,57,57,0.026429188342437532
D0738,60,60,0.09355142651073264
D0739,45,45,0.04188594488757114
D0740,41,41,0.013371096940400388
D0741,29,29,0.014619021867359088
D0742,55,55,0.10513065685594723
D0743,39,39,0.034592008759176
D0744,36,36,0.06523715583154026
D0745,56,56,0.04733679687117969
D0746,54,54,0.06056542953486394
