category,uid_i,uid_j,delta_z,angle_deg,W_cosine,same_survey
same_direction_different_z,D1477,D1751,0.20540999999999998,0.04294595355505623,0.9944903161976939,True
same_direction_different_z,D0892,D1191,0.10276000000000002,0.04301106015245208,0.9956345564860677,True
same_direction_different_z,D1073,D1650,0.2324099999999999,0.04306632297935836,0.9978407577843507,True
same_direction_different_z,D0890,D1624,0.27551000000000003,0.04373821024812842,0.9970154348854675,True
same_direction_different_z,D0222,D1109,0.39052,0.04400849288676532,0.9977973784386245,True
same_direction_different_z,D0382,D1652,0.47981,0.04406204438007021,0.99800796812749,True
same_direction_different_z,D1270,D1405,0.04356000000000004,0.04445942094703006,0.9976744186046513,True
same_direction_different_z,D0487,D0920,0.15045999999999998,0.04460081826658672,0.9976331327759183,True
same_direction_different_z,D0990,D1128,0.043399999999999994,0.04467480735554537,0.9978471449732083,True
same_direction_different_z,D0600,D0749,0.06253000000000003,0.04477294023266449,0.9952040629846001,True
same_direction_different_z,D0900,D1525,0.20775999999999994,0.04491788965825585,1.0,True
same_direction_different_z,D0436,D1425,0.33638999999999997,0.04524227808211959,0.9928379341370567,True
same_direction_different_z,D1528,D1645,0.07941999999999994,0.04538964177106731,1.0000000000000002,True
same_direction_different_z,D1028,D1289,0.08144000000000007,0.045493695742125015,0.9954807511868975,True
same_direction_different_z,D0877,D1029,0.058260000000000034,0.04562813798202659,0.9978407577843507,True
same_direction_different_z,D0333,D0512,0.07467000000000001,0.04634921225126766,1.0000000000000002,True
same_direction_different_z,D0688,D1113,0.14950999999999998,0.04638452128231852,1.0000000000000002,True
same_direction_different_z,D0621,D1173,0.19707999999999998,0.046614072246583545,1.0,True
same_direction_different_z,D0449,D1743,0.5377700000000001,0.04672979291120336,1.0,True
same_direction_different_z,D0964,D1575,0.20663999999999993,0.04701726373295834,0.9927378726922229,True
same_direction_different_z,D0768,D1236,0.15525,0.04702284583523971,0.997806220541251,True
same_direction_different_z,D1092,D1421,0.10397999999999996,0.04703037174213193,0.9953079065806985,True
same_direction_different_z,D0853,D1111,0.09296000000000004,0.047034205069270085,0.9977827050997782,True
same_direction_different_z,D0623,D0980,0.13495000000000001,0.04715644585995673,0.9945480286627155,True
same_direction_different_z,D0268,D0937,0.27348,0.04725445419021036,0.9959638148172418,True
same_direction_different_z,D1179,D1642,0.19353999999999993,0.0472834043428393,0.997736765900748,True
same_direction_different_z,D0642,D1677,0.40709000000000006,0.047817171092453876,0.9977003643913783,True
same_direction_different_z,D1263,D1636,0.15632000000000001,0.048142661890271526,0.9962142840100405,True
same_direction_different_z,D0511,D1032,0.18874000000000002,0.048286518462228936,0.997666274531717,True
same_direction_different_z,D0243,D0641,0.18283000000000002,0.048357300183208975,1.0,True
same_direction_different_z,D0219,D1198,0.42667,0.04863373681729745,1.0,True
same_direction_different_z,D0698,D0816,0.04512999999999995,0.0486604928146506,1.0,True
same_direction_different_z,D0658,D1153,0.17453999999999997,0.04878708135135071,0.9978110189574434,True
same_direction_different_z,D1568,D1610,0.03292000000000006,0.04888123955164258,0.9974845337023502,True
same_direction_different_z,D0774,D1357,0.19034,0.049085492418695566,1.0,True
same_direction_different_z,D0283,D1615,0.51178,0.04916495361178538,0.9924336870116702,True
same_direction_different_z,D0899,D1555,0.21917999999999999,0.04945234556350846,0.9938546868172259,True
same_direction_different_z,D1815,D1817,0.05712000000000006,0.04948320663263698,0.9979959919839679,True
